O*NET-SOC Code,Title,Description,Task ID,Task,Task Type,Incumbents Responding,importance,relevance,frequency_weighted_mean,frequency_response_mass,task_intensity,n_dwa_links,dwa_element_ids,Date,Domain Source
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21919,"Coordinate structural, electrical, and mechanical designs and determine a method of presentation to graphically represent building plans.",Core,,4.38,91.71,4.767623237676233,100.00999999999999,4.016898,1,4.A.2.b.2.o.16,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21920,"Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",Core,,4.28,96.64,4.477047704770477,99.99,4.136192,1,4.A.2.a.4.e.1,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21921,"Draw maps, diagrams, and profiles, using cross-sections and surveys, to represent elevations, topographical contours, subsurface formations, and structures.",Core,,4.19,100.0,4.523947605239476,100.01000000000002,4.19,1,4.A.2.b.2.o.19,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21922,"Lay out and plan interior room arrangements for commercial buildings, using computer-assisted drafting (CAD) equipment and software.",Core,,4.14,86.78,4.7176,100.0,3.5926919999999996,1,4.A.2.b.2.o.16,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21923,"Supervise and train other technologists, technicians, and drafters.",Core,,4.1,95.24,4.25,100.0,3.904839999999999,1,4.A.4.b.4.a.2,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21924,"Determine the order of work and method of presentation, such as orthographic or isometric drawing.",Core,,4.06,85.71,4.1665,100.0,3.479825999999999,1,4.A.2.b.6.b.7,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21925,"Finish and duplicate drawings and documentation packages according to required mediums and specifications for reproduction, using blueprinting, photography, or other duplicating methods.",Core,,4.0,100.0,3.9999999999999996,100.00000000000001,4.0,1,4.A.2.b.2.o.3,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21926,"Draw rough and detailed scale plans for foundations, buildings, and structures, based on preliminary concepts, sketches, engineering calculations, specification sheets, and other data.",Core,,3.99,86.6,5.193880611938807,100.00999999999999,3.45534,1,4.A.2.b.2.o.16,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21927,"Correlate, interpret, and modify data obtained from topographical surveys, well logs, and geophysical prospecting reports.",Core,,3.94,76.19,3.1875,100.0,3.0018860000000003,1,4.A.2.a.4.g.3,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21928,Check dimensions of materials to be used and assign numbers to lists of materials.,Core,,3.87,94.96,4.0262973702629745,100.00999999999999,3.674952,1,4.A.2.a.2.a.10,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21929,"Determine procedures and instructions to be followed, according to design specifications and quantity of required materials.",Core,,3.76,93.77,4.0992900709929,100.01,3.5257519999999993,1,4.A.2.b.1.d.3,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21930,"Supervise or conduct field surveys, inspections, or technical investigations to obtain data required to revise construction drawings.",Core,,3.73,71.43,2.7999799979998006,99.99,2.6643390000000005,1,4.A.1.b.3.d.4,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21931,Explain drawings to production or construction teams and provide adjustments as necessary.,Core,,3.56,85.71,3.4443555644435557,100.01,3.0512759999999997,1,4.A.4.a.1.a.4,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21932,"Obtain and assemble data to complete architectural designs, visiting job sites to compile measurements as necessary.",Core,,3.55,90.85,3.0879912008799115,100.01,3.2251749999999997,1,4.A.1.a.1.f.4,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21933,"Determine quality, cost, strength, and quantity of required materials, and enter figures on materials lists.",Core,,3.53,80.95,3.0000000000000004,99.99,2.857535,3,4.A.1.b.3.b.4; 4.A.2.b.1.h.1; 4.A.3.b.6.i.1,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21934,Locate and identify symbols on topographical surveys to denote geological and geophysical formations or oil field installations.,Core,,3.5,76.19,3.3125,100.0,2.6666499999999997,1,4.A.1.a.1.b.8,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21935,Create freehand drawings and lettering to accompany drawings.,Core,,3.48,69.67,2.7849,100.0,2.424516,1,4.A.2.b.2.o.16,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21936,Calculate excavation tonnage and prepare graphs and fill-hauling diagrams for use in earth-moving operations.,Core,,3.27,75.0,2.6,100.0,2.4525,3,4.A.2.a.4.e.8; 4.A.2.b.1.h.1; 4.A.3.b.6.i.1,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21937,Prepare colored drawings of landscape and interior designs for presentation to client.,Core,,3.2,82.45,2.3815618438156183,100.01,2.6384000000000003,1,4.A.2.b.2.o.16,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21938,"Calculate weights, volumes, and stress factors and their implications for technical aspects of designs.",Core,,3.12,76.19,2.625,100.0,2.377128,1,4.A.2.b.1.h.1,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21939,"Plot characteristics of boreholes for oil and gas wells from photographic subsurface survey recordings and other data, representing depth, degree, and direction of inclination.",Supplemental,,3.12,38.1,3.375,100.0,1.1887200000000002,1,4.A.2.b.2.o.6,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21940,"Reproduce drawings on copy machines or trace copies of plans and drawings, using transparent paper or cloth, ink, pencil, and standard drafting instruments.",Supplemental,,2.65,75.96,3.5605560556055607,99.99000000000001,2.01294,1,4.A.2.b.2.o.16,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21941,"Calculate heat loss and gain of buildings and structures to determine required equipment specifications, following standard procedures.",Supplemental,,2.26,59.44,2.1317,99.99999999999999,1.3433439999999999,1,4.A.1.b.3.b.4,11/2020,Analyst - Transition
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21942,"Prepare cost estimates, contracts, bidding documents, and technical reports for specific projects under an architect's or engineer's supervision.",,,,,,,,3,4.A.1.b.3.b.4; 4.A.3.b.6.c.9; 4.A.3.b.6.m.6,11/2020,Analyst
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21943,"Represent architect or engineer on construction site, ensuring builder compliance with design specifications and advising on design corrections, under supervision.",,,,,,,,3,4.A.1.a.2.k.6; 4.A.4.b.6.d.1; 4.A.4.b.6.e.9,11/2020,Analyst
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",21944,"Review rough sketches, drawings, specifications, and other engineering data to ensure that they conform to design concepts.",,,,,,,,2,4.A.1.a.1.b.15; 4.A.2.a.4.e.3,11/2020,Analyst
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21951,"Draft detail and assembly drawings of design components, circuitry or printed circuit boards, using computer-assisted equipment or standard drafting techniques and devices.",Core,59.0,4.44,90.46,5.681331866813319,100.00999999999999,4.016424,1,4.A.2.b.2.o.8,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21945,"Draft working drawings, wiring diagrams, wiring connection specifications, or cross-sections of underground cables, as required for instructions to installation crew.",Core,142.0,4.39,98.98,5.1201,100.0,4.345222,1,4.A.2.b.2.o.5,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21946,Assemble documentation packages and produce drawing sets to be checked by an engineer or an architect.,Core,141.0,4.34,97.73,4.579200000000001,100.0,4.241482,2,4.A.2.b.2.o.5; 4.A.3.b.6.i.2,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21948,Review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations.,Core,141.0,4.26,82.02,4.383238323832384,99.98999999999998,3.494052,1,4.A.2.a.4.e.3,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21947,"Consult with engineers to discuss or interpret design concepts, or determine requirements of detailed working drawings.",Core,59.0,4.24,100.0,5.317331733173318,99.99,4.24,1,4.A.4.a.2.h.3,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21950,Confer with engineering staff and other personnel to resolve problems.,Core,144.0,4.21,96.2,4.804919508049195,100.01,4.05002,1,4.A.4.b.1.a.2,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21952,"Measure factors that affect installation and arrangement of equipment, such as distances to be spanned by wire and cable.",Core,142.0,4.11,71.56,4.0641,100.0,2.941116,1,4.A.1.a.1.f.4,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21954,"Design electrical systems, such as lighting systems.",Core,142.0,4.01,77.68,3.5449,100.0,3.114968,1,4.A.3.b.2.e.2,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21955,Draw master sketches to scale showing relation of proposed installations to existing facilities and exact specifications and dimensions.,Core,140.0,4.0,87.91,4.1802819718028195,100.01,3.5164,1,4.A.2.b.2.o.5,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21958,Review work orders or procedural manuals and confer with vendors or design staff to resolve problems or modify design.,Core,59.0,3.94,91.33,4.301630163016302,99.99,3.5984019999999997,2,4.A.1.a.1.b.8; 4.A.4.b.1.a.2,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21953,"Locate files relating to specified design project in database library, load program into computer, and record completed job data.",Core,58.0,3.9,81.44,4.9396,100.0,3.17616,1,4.A.3.b.1.e.2,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21949,"Examine electronic schematics and supporting documents to develop, compute, and verify specifications for drafting data, such as configuration of parts, dimensions, or tolerances.",Core,59.0,3.85,82.5,4.686568656865687,99.99,3.17625,1,4.A.1.a.1.b.8,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21963,"Compare logic element configuration on display screen with engineering schematics and calculate figures to convert, redesign, or modify element.",Core,59.0,3.83,79.54,4.561556155615562,99.99,3.0463820000000004,1,4.A.2.a.2.a.10,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21965,"Review blueprints to determine customer requirements and consult with assembler regarding schematics, wiring procedures, or conductor paths.",Core,59.0,3.82,69.15,4.2498000000000005,100.0,2.6415300000000004,2,4.A.1.a.1.b.8; 4.A.4.a.2.h.3,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21956,"Study work order requests to determine type of service, such as lighting or power, demanded by installation.",Core,143.0,3.8,68.37,3.830583058305831,99.99,2.59806,1,4.A.1.a.1.b.8,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21957,"Explain drawings to production or construction teams and provide adjustments, as necessary.",Core,141.0,3.66,76.51,3.584541545845415,100.01,2.800266,1,4.A.4.a.1.a.4,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21959,Reproduce working drawings on copy machines or trace drawings in ink.,Core,140.0,3.05,78.93,3.885811418858115,100.00999999999999,2.407365,1,4.A.2.b.2.o.5,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21960,Generate computer tapes of final layout design to produce layered photo masks or photo plotting design onto film.,Supplemental,59.0,3.8,30.88,4.838916108389161,100.00999999999999,1.17344,1,4.A.3.b.1.f.2,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21964,"Determine the order of work and the method of presentation, such as orthographic or isometric drawing.",Supplemental,138.0,3.79,61.47,4.126912691269126,99.99000000000001,2.329713,1,4.A.2.b.6.b.7,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21966,Visit proposed installation sites and draw rough sketches of location.,Supplemental,140.0,3.69,57.08,2.805061012202441,99.97999999999998,2.1062519999999996,1,4.A.1.a.1.f.4,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21961,Key and program specified commands and engineering specifications into computer system to change functions and test final layout.,Supplemental,59.0,3.6,50.79,4.3485,100.0,1.8284399999999998,1,4.A.3.b.1.e.2,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21970,Copy drawings of printed circuit board fabrication using print machine or blueprinting procedure.,Supplemental,58.0,3.4,51.96,4.2271,100.0,1.7666399999999998,1,4.A.3.b.1.f.2,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21967,"Select drill size to drill test head, according to test design and specifications, and submit guide layout to designated department.",Supplemental,59.0,3.17,52.28,3.7603,100.00000000000001,1.657276,1,4.A.2.b.1.j.1,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21968,Plot electrical test points on layout sheets and draw schematics for wiring test fixture heads to frames.,Supplemental,58.0,2.96,32.45,3.3815618438156183,100.01,0.96052,1,4.A.2.b.2.o.8,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21969,Write technical reports and draw charts that display statistics and data.,Supplemental,140.0,2.89,49.89,2.2529999999999997,100.0,1.4418210000000002,1,4.A.3.b.6.c.9,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21962,"Supervise and coordinate work activities of workers engaged in drafting, designing layouts, assembling, or testing printed circuit boards.",Supplemental,59.0,2.87,52.16,2.9236076392360766,100.00999999999999,1.4969919999999999,1,4.A.4.b.4.a.2,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21971,"Train students to use drafting machines and to prepare schematic diagrams, block diagrams, control drawings, logic diagrams, integrated circuit drawings, or interconnection diagrams.",Supplemental,59.0,2.8,43.17,2.5099,100.0,1.2087599999999998,1,4.A.4.b.3.d.2,08/2022,Incumbent
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21972,"Prepare and interpret specifications, calculating weights, volumes, or stress factors.",,,,,,,,1,4.A.2.b.1.h.1,11/2020,Analyst
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21973,"Supervise or train other technologists, technicians, or drafters.",,,,,,,,1,4.A.4.b.4.a.2,11/2020,Analyst
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",21974,"Use computer-aided drafting equipment or conventional drafting stations, technical handbooks, tables, calculators, or traditional drafting tools, such as boards, pencils, protractors, or T-squares.",,,,,,,,1,4.A.2.b.2.o.5,11/2020,Analyst
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1447,"Develop detailed design drawings and specifications for mechanical equipment, dies, tools, and controls, using computer-assisted drafting (CAD) equipment.",Core,80.0,4.65,99.4,6.2654000000000005,100.0,4.6221000000000005,1,4.A.2.b.2.o.18,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",20964,"Produce three-dimensional models, using computer-aided design (CAD) software.",Core,81.0,4.43,95.77,5.6438,100.0,4.242610999999999,1,4.A.2.b.2.o.20,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1455,"Lay out and draw schematic, orthographic, or angle views to depict functional relationships of components, assemblies, systems, and machines.",Core,80.0,4.33,96.88,5.3715,100.0,4.194903999999999,1,4.A.2.b.2.o.18,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1452,Modify and revise designs to correct operating deficiencies or to reduce production problems.,Core,79.0,4.22,98.44,4.5163,100.0,4.154167999999999,1,4.A.3.b.2.e.1,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1449,"Review and analyze specifications, sketches, drawings, ideas, and related data to assess factors affecting component designs and the procedures and instructions to be followed.",Core,81.0,4.21,95.89,5.0759,100.0,4.036969,1,4.A.2.a.4.e.6,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1454,Check dimensions of materials to be used and assign numbers to the materials.,Core,79.0,4.19,97.82,4.735573557355737,99.98999999999998,4.098658,1,4.A.2.a.2.a.10,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1453,"Design scale or full-size blueprints of specialty items, such as furniture and automobile body or chassis components.",Core,81.0,3.98,73.53,4.76972302769723,100.01,2.926494,1,4.A.2.b.2.o.18,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1450,"Compute mathematical formulas to develop and design detailed specifications for components or machinery, using computer-assisted equipment.",Core,80.0,3.91,90.08,4.501999999999999,100.00000000000001,3.5221280000000004,1,4.A.2.a.4.e.6,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1448,"Coordinate with and consult other workers to design, lay out, or detail components and systems and to resolve design or other problems.",Core,81.0,3.9,99.29,4.232376762323767,100.01,3.87231,1,4.A.4.a.2.h.3,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1456,Confer with customer representatives to review schematics and answer questions pertaining to installation of systems.,Core,79.0,3.72,79.29,2.825600000000001,99.99999999999999,2.9495880000000003,1,4.A.4.a.2.j.6,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1451,Position instructions and comments onto drawings.,Core,81.0,3.72,96.34,4.622637736226378,100.00999999999999,3.5838480000000006,1,4.A.2.b.2.o.18,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1458,"Supervise and train other drafters, technologists, and technicians.",Core,81.0,3.51,68.03,3.2826,100.0,2.387853,1,4.A.4.b.4.a.2,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1459,"Lay out, draw, and reproduce illustrations for reference manuals and technical publications to describe operation and maintenance of mechanical systems.",Core,81.0,3.46,81.46,3.247724772477248,99.99,2.818516,1,4.A.2.b.2.o.18,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1457,"Draw freehand sketches of designs, trace finished drawings onto designated paper for the reproduction of blueprints, and reproduce working drawings on copy machines.",Core,81.0,3.29,67.15,3.5972000000000004,100.0,2.209235,1,4.A.2.b.2.o.18,07/2017,Incumbent
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",1460,"Shade or color drawings to clarify and emphasize details and dimensions or eliminate background, using ink, crayon, airbrush, and overlays.",Supplemental,81.0,2.94,35.57,2.949099999999999,100.00000000000001,1.045758,1,4.A.2.b.2.o.18,07/2017,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",10888,"Test aircraft systems under simulated operational conditions, performing systems readiness tests and pre- and post-operational checkouts, to establish design or fabrication parameters.",Core,48.0,4.63,72.39,4.064793520647934,100.00999999999999,3.3516570000000003,1,4.A.1.b.2.l.2,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",10885,"Identify required data, data acquisition plans, and test parameters, setting up equipment to conform to these specifications.",Core,47.0,4.58,84.4,4.2363,100.0,3.86552,1,4.A.2.b.1.h.1,08/2019,Incumbent
