O*NET-SOC Code,Title,Description,ai_exposure_score,workforce_strategy_category,digital_intensity,cognitive_complexity,human_interaction,physical_work
17-2112.00,Industrial Engineers,"Design, develop, test, and evaluate integrated systems for managing industrial production processes, including human work factors, quality control, inventory control, logistics and material flow, cost analysis, and production coordination.",0.6393122649401801,Mixed / Transitional,0.7204374435924611,0.7204986660952842,0.4973784714230816,0.3863085785039433
17-2112.01,Human Factors Engineers and Ergonomists,"Design objects, facilities, and environments to optimize human well-being and overall system performance, applying theory, principles, and data regarding the relationship between humans and respective technology. Investigate and analyze characteristics of human behavior and performance as it relates to the use of technology.",0.6326370947319907,Mixed / Transitional,0.7468454687314509,0.7492469654150121,0.5858638312675969,0.37968022395090306
17-2112.02,Validation Engineers,"Design or plan protocols for equipment or processes to produce products meeting internal and external purity, safety, and quality requirements.",0.6983567351764446,AI-Augmentable Knowledge Work,0.8451880346648016,0.7136725768809726,0.521567422286794,0.24386624855320174
17-2112.03,Manufacturing Engineers,"Design, integrate, or improve manufacturing systems or related processes. May work with commercial or industrial designers to refine product designs to increase producibility and decrease costs.",0.6531188495221676,AI-Augmentable Knowledge Work,0.7858051098972615,0.7322763748974362,0.5504608685423175,0.35514521816371025
17-2121.00,Marine Engineers and Naval Architects,"Design, develop, and evaluate the operation of marine vessels, ship machinery, and related equipment, such as power supply and propulsion systems.",0.6572981525806424,Mixed / Transitional,0.726613488034808,0.7529666142474648,0.4566665961560912,0.39372089580361225
17-2131.00,Materials Engineers,"Evaluate materials and develop machinery and processes to manufacture materials for use in products that must meet specialized design and performance specifications. Develop new uses for known materials. Includes those engineers working with composite materials or specializing in one type of material, such as graphite, metal and metal alloys, ceramics and glass, plastics and polymers, and naturally occurring materials. Includes metallurgists and metallurgical engineers, ceramic engineers, and welding engineers.",0.6659783765835282,Mixed / Transitional,0.7514867990268224,0.7214004016944668,0.4846553718655752,0.324318322521601
17-2141.00,Mechanical Engineers,"Perform engineering duties in planning and designing tools, engines, machines, and other mechanically functioning equipment. Oversee installation, operation, maintenance, and repair of equipment such as centralized heat, gas, water, and steam systems.",0.6641553439470324,Mixed / Transitional,0.7455435362502915,0.7309242112182764,0.5074624520012911,0.31238391967914725
17-2141.01,Fuel Cell Engineers,"Design, evaluate, modify, or construct fuel cell components or systems for transportation, stationary, or portable applications.",0.6636583901826743,Mixed / Transitional,0.7358414395704517,0.7337639722177333,0.4933990804725777,0.3215727705849102
17-2141.02,Automotive Engineers,"Develop new or improved designs for vehicle structural members, engines, transmissions, or other vehicle systems, using computer-assisted design technology. Direct building, modification, or testing of vehicle or components.",0.7131048869509409,AI-Augmentable Knowledge Work,0.8451483437816901,0.782508495121952,0.5119570294649295,0.2632802616349492
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers","Conduct subsurface surveys to identify the characteristics of potential land or mining development sites. May specify the ground support systems, processes, and equipment for safe, economical, and environmentally sound extraction or underground construction activities. May inspect areas for unsafe geological conditions, equipment, and working conditions. May design, implement, and coordinate mine safety programs.",0.6934343490366364,AI-Augmentable Knowledge Work,0.850152613233441,0.7575734960272571,0.5697057866787946,0.26428292643535833
17-2161.00,Nuclear Engineers,"Conduct research on nuclear engineering projects or apply principles and theory of nuclear science to problems concerned with release, control, and use of nuclear energy and nuclear waste disposal.",0.7024193042751016,AI-Augmentable Knowledge Work,0.7965985270749035,0.7362499917205914,0.5377994409107224,0.1853718607843665
17-2171.00,Petroleum Engineers,Devise methods to improve oil and gas extraction and production and determine the need for new or modified tool designs. Oversee drilling and offer technical advice.,0.7224274445932034,Mixed / Transitional,0.7738406328800705,0.7346075096326993,0.5112580809712662,0.10748028316868996
17-2199.03,"Energy Engineers, Except Wind and Solar","Design, develop, or evaluate energy-related projects or programs to reduce energy costs or improve energy efficiency during the designing, building, or remodeling stages of construction. May specialize in electrical systems; heating, ventilation, and air-conditioning (HVAC) systems; green buildings; lighting; air quality; or energy procurement.",0.6854568589358155,AI-Augmentable Knowledge Work,0.7988526831752134,0.7170973055510665,0.5179753429482944,0.2561472100347232
17-2199.05,Mechatronics Engineers,"Research, design, develop, or test automation, intelligent systems, smart devices, or industrial systems control.",0.7172623113661969,AI-Augmentable Knowledge Work,0.8056459029711666,0.7089096463878507,0.4460096550826232,0.19949664881160667
17-2199.06,Microsystems Engineers,"Research, design, develop, or test microelectromechanical systems (MEMS) devices.",0.6577183127548332,Mixed / Transitional,0.7650346204621878,0.7206382989088538,0.4734774966739615,0.3813221716777475
17-2199.07,Photonics Engineers,"Design technologies specializing in light information or light energy, such as laser or fiber optics technology.",0.7165741112040983,Mixed / Transitional,0.8103383665664025,0.7585939041905224,0.4299816578158515,0.27265416812468024
17-2199.08,Robotics Engineers,"Research, design, develop, or test robotic applications.",0.6987381565007824,AI-Augmentable Knowledge Work,0.8240903636257014,0.7774646524898421,0.43935453675718783,0.3672478533552259
17-2199.09,Nanosystems Engineers,"Design, develop, or supervise the production of materials, devices, or systems of unique molecular or macromolecular composition, applying principles of nanoscale physics and electrical, chemical, or biological engineering.",0.6510404601109316,Mixed / Transitional,0.7754443591030862,0.7585939041905224,0.5743106238135167,0.3555657990363651
17-2199.10,Wind Energy Engineers,Design underground or overhead wind farm collector systems and prepare and develop site specifications.,0.6887585598268013,Mixed / Transitional,0.7964783816989986,0.6620408963114512,0.42348584621852026,0.2799991924847245
17-2199.11,Solar Energy Systems Engineers,"Perform site-specific engineering analysis or evaluation of energy efficiency and solar projects involving residential, commercial, or industrial customers. Design solar domestic hot water and space heating systems for new and existing structures, applying knowledge of structural energy requirements, local climates, solar technology, and thermodynamics.",0.5904215463465206,Mixed / Transitional,0.6734970743170665,0.7175537062931816,0.5197585280927292,0.5096060671314365
17-3011.00,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",0.6979160172536472,Mixed / Transitional,0.7418136659643882,0.5688262229772444,0.37785579623992915,0.1411200236871147
17-3012.00,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",0.652684914598668,Mixed / Transitional,0.7668199950511547,0.5038349520497042,0.48230903315451945,0.17760625555166748
17-3013.00,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",0.6402219879169109,Mixed / Transitional,0.7149715441398378,0.489431730186738,0.3945449046351914,0.2489704180237409
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",0.6444565571790921,Mixed / Transitional,0.8095542034433093,0.6599754086576963,0.507568366830574,0.3841350165540631
17-3022.00,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",0.6760958854451068,Mixed / Transitional,0.7799001077017477,0.6016797995049442,0.45303012494821565,0.224166240478049
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,"Apply electrical and electronic theory and related knowledge, usually under the direction of engineering staff, to design, build, repair, adjust, and modify electrical components, circuitry, controls, and machinery for subsequent evaluation and use by engineering staff in making engineering design decisions.",0.6150979230544628,Mixed / Transitional,0.7539047247169076,0.6553683886633868,0.4624712303196665,0.4864101908427767
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,"Operate, test, maintain, or adjust unmanned, automated, servomechanical, or electromechanical equipment. May operate unmanned submarines, aircraft, or other equipment to observe or record visual information at sites such as oil rigs, crop fields, buildings, or for similar infrastructure, deep ocean exploration, or hazardous waste removal. May assist engineers in testing and designing robotics equipment.",0.5821130498606363,Mixed / Transitional,0.7532614463500836,0.6043355400447755,0.46122938763601024,0.5679153993163037
17-3024.01,Robotics Technicians,"Build, install, test, or maintain robotic equipment or related automated production systems.",0.6034968403129828,Mixed / Transitional,0.7186252508392297,0.6854994825481825,0.4258860733817462,0.5642512987537348
17-3025.00,Environmental Engineering Technologists and Technicians,"Apply theory and principles of environmental engineering to modify, test, and operate equipment and devices used in the prevention, control, and remediation of environmental problems, including waste treatment and site remediation, under the direction of engineering staff or scientists. May assist in the development of environmental remediation devices.",0.6010918006000738,Mixed / Transitional,0.6617181789965859,0.6389242112182765,0.4762427526176678,0.42003243519689915
17-3026.00,Industrial Engineering Technologists and Technicians,"Apply engineering theory and principles to problems of industrial layout or manufacturing production, usually under the direction of engineering staff. May perform time and motion studies on worker operations in a variety of industries for purposes such as establishing standard production rates or improving efficiency.",0.5788988938685002,Mixed / Transitional,0.6188956494501204,0.6943663880890247,0.4189034408813265,0.5787630211838173
17-3026.01,Nanotechnology Engineering Technologists and Technicians,"Implement production processes and operate commercial-scale production equipment to produce, test, or modify materials, devices, or systems of unique molecular or macromolecular composition. Operate advanced microscopy equipment to manipulate nanoscale objects. Work under the supervision of nanoengineering staff.",0.6483837891458122,AI-Augmentable Knowledge Work,0.8278066460417105,0.6894992845244741,0.510114344815484,0.4136564291674517
17-3027.00,Mechanical Engineering Technologists and Technicians,"Apply theory and principles of mechanical engineering to modify, develop, test, or adjust machinery and equipment under direction of engineering staff or physical scientists.",0.5924598665607148,Mixed / Transitional,0.7484377525377134,0.6385480022159558,0.5048787856172131,0.5122675028935963
17-3027.01,Automotive Engineering Technicians,"Assist engineers in determining the practicality of proposed product design changes and plan and carry out tests on experimental test devices or equipment for performance, durability, or efficiency.",0.5763591996545376,Mixed / Transitional,0.7784934055921952,0.6132969941878641,0.4687289073447838,0.6176246938171246
17-3029.01,Non-Destructive Testing Specialists,"Test the safety of structures, vehicles, or vessels using x-ray, ultrasound, fiber optic or related equipment.",0.5912856695387586,Mixed / Transitional,0.8148173575740932,0.602729408374913,0.4595162785829141,0.5928878092110575
17-3029.08,Photonics Technicians,"Build, install, test, or maintain optical or fiber optic equipment, such as lasers, lenses, or mirrors, using spectrometers, interferometers, or related equipment.",0.5588459807423755,Mixed / Transitional,0.7345030343858926,0.4856086728065863,0.37602276955311636,0.6087050146698607
17-3031.00,Surveying and Mapping Technicians,"Perform surveying and mapping duties, usually under the direction of an engineer, surveyor, cartographer, or photogrammetrist, to obtain data used for construction, mapmaking, boundary location, mining, or other purposes. May calculate mapmaking information and create maps from source data, such as surveying notes, aerial photography, satellite data, or other maps to show topographical features, political boundaries, and other features. May verify accuracy and completeness of maps.",0.6217102847727207,Mixed / Transitional,0.7752566319532349,0.48393272970207174,0.3655556732386991,0.40679254932572473
19-1011.00,Animal Scientists,"Conduct research in the genetics, nutrition, reproduction, growth, and development of domestic farm animals.",0.6619014499232839,AI-Augmentable Knowledge Work,0.8185046763726967,0.7218592103129713,0.5546682643767215,0.3380898226158111
19-1012.00,Food Scientists and Technologists,"Use chemistry, microbiology, engineering, and other sciences to study the principles underlying the processing and deterioration of foods; analyze food content to determine levels of vitamins, fat, sugar, and protein; discover new food sources; research ways to make processed foods safe, palatable, and healthful; and apply food science knowledge to determine best ways to process, package, preserve, store, and distribute food.",0.61108331608223,AI-Augmentable Knowledge Work,0.7868317092253054,0.7356415232381414,0.5683320221842161,0.5098079459503109
19-1013.00,Soil and Plant Scientists,"Conduct research in breeding, physiology, production, yield, and management of crops and agricultural plants or trees, shrubs, and nursery stock, their growth in soils, and control of pests; or study the chemical, physical, biological, and mineralogical composition of soils as they relate to plant or crop growth. May classify and map soils and investigate effects of alternative practices on soil and crop productivity.",0.6363760997569724,AI-Augmentable Knowledge Work,0.8427468665656873,0.7543354007891618,0.5851032108480223,0.46647465747893724
19-1021.00,Biochemists and Biophysicists,"Study the chemical composition or physical principles of living cells and organisms, their electrical and mechanical energy, and related phenomena. May conduct research to further understanding of the complex chemical combinations and reactions involved in metabolism, reproduction, growth, and heredity. May determine the effects of foods, drugs, serums, hormones, and other substances on tissues and vital processes of living organisms.",0.6844468268790425,AI-Augmentable Knowledge Work,0.9377772104246138,0.8107531156110049,0.6174191510596224,0.39332386745982606
19-1022.00,Microbiologists,"Investigate the growth, structure, development, and other characteristics of microscopic organisms, such as bacteria, algae, or fungi. Includes medical microbiologists who study the relationship between organisms and disease or the effects of antibiotics on microorganisms.",0.6220059179683113,AI-Augmentable Knowledge Work,0.8123676076624143,0.6926681156933053,0.5535958581094833,0.4634161933729912
19-1023.00,Zoologists and Wildlife Biologists,"Study the origins, behavior, diseases, genetics, and life processes of animals and wildlife. May specialize in wildlife research and management. May collect and analyze biological data to determine the environmental effects of present and potential use of land and water habitats.",0.6058754773948298,Mixed / Transitional,0.7676431339063123,0.7157367613333794,0.6075449394435811,0.45233304621679093
19-1029.01,Bioinformatics Scientists,"Conduct research using bioinformatics theory and methods in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. May design databases and develop algorithms for processing and analyzing genomic information, or other biological information.",0.7456029542124158,AI-Augmentable Knowledge Work,0.8523491996744633,0.7731615563464418,0.5054916069325402,0.1376073322387015
19-1029.02,Molecular and Cellular Biologists,Research and study cellular molecules and organelles to understand cell function and organization.,0.6633134440690363,AI-Augmentable Knowledge Work,0.8570985177779399,0.7676031147880003,0.5912292888218939,0.3802185674679013
19-1029.03,Geneticists,"Research and study the inheritance of traits at the molecular, organism or population level. May evaluate or treat patients with genetic disorders.",0.6975790511767876,AI-Augmentable Knowledge Work,0.8700613456568161,0.7740546339369664,0.5820641553878297,0.27173561949880215
19-1029.04,Biologists,"Research or study basic principles of plant and animal life, such as origin, relationship, development, anatomy, and functions.",0.6047540180861115,AI-Augmentable Knowledge Work,0.8979053940982876,0.7365690348395898,0.6473747249280655,0.5680836316653657
19-1031.00,Conservation Scientists,"Manage, improve, and protect natural resources to maximize their use without damaging the environment. May conduct soil surveys and develop plans to eliminate soil erosion or to protect rangelands. May instruct farmers, agricultural production managers, or ranchers in best ways to use crop rotation, contour plowing, or terracing to conserve soil and water; in the number and kind of livestock and forage plants best suited to particular ranges; and in range and farm improvements, such as fencing and reservoirs for stock watering.",0.5562225615330352,Mixed / Transitional,0.792578305463897,0.6113819880743847,0.5636761145375775,0.6153939328685634
19-1031.02,Range Managers,"Research or study range land management practices to provide sustained production of forage, livestock, and wildlife.",0.5211494675960191,Mixed / Transitional,0.6791850281697998,0.6655820158213979,0.5979124375838647,0.6622567360232563
19-1031.03,Park Naturalists,"Plan, develop, and conduct programs to inform public of historical, natural, and scientific features of national, state, or local park.",0.5465037298576648,Human-Centered Protected,0.7428438410476677,0.5598565265101458,0.6383773272152001,0.47830812091195385
19-1032.00,Foresters,"Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",0.5665920779887903,Mixed / Transitional,0.7535893431051573,0.6982475175012338,0.5673795335506946,0.6180890151005356
19-1041.00,Epidemiologists,"Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",0.7564252197463305,AI-Augmentable Knowledge Work,0.8597206190919584,0.8332727283138237,0.592095973036756,0.07519649538370438
19-1042.00,"Medical Scientists, Except Epidemiologists","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",0.6575366400385947,Human-Centered Protected,0.7768567824210152,0.7190218571899039,0.6377503293017669,0.22798175015477376
19-2011.00,Astronomers,"Observe, research, and interpret astronomical phenomena to increase basic knowledge or apply such information to practical problems.",0.7268209368601546,AI-Augmentable Knowledge Work,0.884469493801786,0.780845052784573,0.5413778153767973,0.21665298376894296
19-2012.00,Physicists,"Conduct research into physical phenomena, develop theories on the basis of observation and experiments, and devise methods to apply physical laws and theories.",0.7221017052905436,AI-Augmentable Knowledge Work,0.8437999264824724,0.8007498146893349,0.5600916697068145,0.1960512503028182
19-2021.00,Atmospheric and Space Scientists,"Investigate atmospheric phenomena and interpret meteorological data, gathered by surface and air stations, satellites, and radar to prepare reports and forecasts for public and other uses. Includes weather analysts and forecasters whose functions require the detailed knowledge of meteorology.",0.7206777405164824,AI-Augmentable Knowledge Work,0.7845031774161021,0.6914708367817407,0.4857154760235988,0.1075475761083147
19-2031.00,Chemists,Conduct qualitative and quantitative chemical analyses or experiments in laboratories for quality or process control or to develop new products or knowledge.,0.597000750396411,Mixed / Transitional,0.7520303138225825,0.6820632919456244,0.5259565566468308,0.5201340475357324
19-2032.00,Materials Scientists,"Research and study the structures and chemical properties of various natural and synthetic or composite materials, including metals, alloys, rubber, ceramics, semiconductors, polymers, and glass. Determine ways to strengthen or combine materials or develop new materials with new or specific properties for use in a variety of products and applications. Includes glass scientists, ceramic scientists, metallurgical scientists, and polymer scientists.",0.6902304729205385,AI-Augmentable Knowledge Work,0.8015073238618728,0.7150564892245359,0.4869714953053612,0.2686704260988937
19-2041.00,"Environmental Scientists and Specialists, Including Health","Conduct research or perform investigation for the purpose of identifying, abating, or eliminating sources of pollutants or hazards that affect either the environment or public health. Using knowledge of various scientific disciplines, may collect, synthesize, study, report, and recommend action based on data derived from measurements or observations of air, food, soil, water, and other sources.",0.6679620367605409,AI-Augmentable Knowledge Work,0.7839131778022835,0.7016627478543049,0.5240754139405266,0.2896523646738983
19-2041.01,Climate Change Policy Analysts,"Research and analyze policy developments related to climate change. Make climate-related recommendations for actions such as legislation, awareness campaigns, or fundraising approaches.",0.6973881506392005,Mixed / Transitional,0.6945074969284262,0.702308189904808,0.5255728202189373,0.0816902640574951
19-2041.02,Environmental Restoration Planners,"Collaborate with field and biology staff to oversee the implementation of restoration projects and to develop new products. Process and synthesize complex scientific data into practical strategies for restoration, monitoring or management.",0.6236791912808961,Mixed / Transitional,0.7676431339063123,0.6972295172143579,0.5676330736905527,0.40252281230653275
19-2041.03,Industrial Ecologists,Apply principles and processes of natural ecosystems to develop models for efficient industrial systems. Use knowledge from the physical and social sciences to maximize effective use of natural resources in the production and use of goods and services. Examine societal issues and their relationship with both technical systems and the environment.,0.7462460573400608,Mixed / Transitional,0.8128038498011163,0.692349204255047,0.41134941202869696,0.10881941266722292
19-2042.00,"Geoscientists, Except Hydrologists and Geographers","Study the composition, structure, and other physical aspects of the Earth. May use geological, physics, and mathematics knowledge in exploration for oil, gas, minerals, or underground water; or in waste disposal, land reclamation, or other environmental problems. May study the Earth's internal composition, atmospheres, and oceans, and its magnetic, electrical, and gravitational forces. Includes mineralogists, paleontologists, stratigraphers, geodesists, and seismologists.",0.6399603674684501,AI-Augmentable Knowledge Work,0.8149092544836396,0.7055932857613326,0.554921655550575,0.40573941482059706
19-2043.00,Hydrologists,"Research the distribution, circulation, and physical properties of underground and surface waters; and study the form and intensity of precipitation and its rate of infiltration into the soil, movement through the earth, and return to the ocean and atmosphere.",0.6808208661933532,AI-Augmentable Knowledge Work,0.8400010441205286,0.7053321764598743,0.4656158778494652,0.3564338779575247
19-2099.01,Remote Sensing Scientists and Technologists,"Apply remote sensing principles and methods to analyze data and solve problems in areas such as natural resource management, urban planning, or homeland security. May develop new sensor systems, analytical techniques, or new applications for existing systems.",0.7358690115857613,AI-Augmentable Knowledge Work,0.8874906494000597,0.7609889435386696,0.48087095258744766,0.22413259400823662
19-3011.00,Economists,"Conduct research, prepare reports, or formulate plans to address economic problems related to the production and distribution of goods and services or monetary and fiscal policy. May collect and process economic and statistical data using sampling techniques and econometric methods.",0.7532644867735971,AI-Augmentable Knowledge Work,0.8251455689956276,0.7106371283934425,0.5110763424456334,0.011648407849048498
19-3011.01,Environmental Economists,"Conduct economic analysis related to environmental protection and use of the natural environment, such as water, air, land, and renewable energy resources. Evaluate and quantify benefits, costs, incentives, and impacts of alternative options using economic principles and statistical techniques.",0.7606337243333245,Mixed / Transitional,0.7759682072450523,0.6774410199972892,0.3811342152418739,0.029740114667169137
19-3022.00,Survey Researchers,"Plan, develop, or conduct surveys. May analyze and interpret the meaning of survey data, determine survey objectives, or suggest or test question wording. Includes social scientists who primarily design questionnaires or supervise survey teams.",0.7468654040065225,AI-Augmentable Knowledge Work,0.8747377183534933,0.7756870758710284,0.5630466214435669,0.09991655675486527
19-3032.00,Industrial-Organizational Psychologists,"Apply principles of psychology to human resources, administration, management, sales, and marketing problems. Activities may include policy planning; employee testing and selection, training, and development; and organizational development and analysis. May work with management to organize the work setting to improve worker productivity.",0.735588955916952,AI-Augmentable Knowledge Work,0.8271043677135047,0.807879066390015,0.6240762928399539,0.06855131759575783
19-3033.00,Clinical and Counseling Psychologists,"Assess, diagnose, and treat mental and emotional disorders of individuals through observation, interview, and psychological tests. Help individuals with distress or maladjustment understand their problems through their knowledge of case history, interviews with patients, and theory. Provide individual or group counseling services to assist individuals in achieving more effective personal, social, educational, and vocational development and adjustment. May design behavior modification programs and consult with medical personnel regarding the best treatment for patients.",0.6633715716204047,Human-Centered Protected,0.7112055587260585,0.7624624538917717,0.7293194344078598,0.09086229172835186
19-3034.00,School Psychologists,"Diagnose and implement individual or schoolwide interventions or strategies to address educational, behavioral, or developmental issues that adversely impact educational functioning in a school. May address student learning and behavioral problems and counsel students or families. May design and implement performance plans, and evaluate performance. May consult with other school-based personnel.",0.5974122009077075,Human-Centered Protected,0.4566160768815981,0.673536522459204,0.6976079113461595,0.04289588436381256
19-3039.02,Neuropsychologists,"Apply theories and principles of neuropsychology to evaluate and diagnose disorders of higher cerebral functioning, often in research and medical settings. Study the human brain and the effect of physiological states on human cognition and behavior. May formulate and administer programs of treatment.",0.6832424163011007,AI-Augmentable Knowledge Work,0.8879322551716147,0.793209997878138,0.7116177171823795,0.23655487066297
19-3039.03,Clinical Neuropsychologists,"Assess and diagnose patients with neurobehavioral problems related to acquired or developmental disorders of the nervous system, such as neurodegenerative disorders, traumatic brain injury, seizure disorders, and learning disabilities. Recommend treatment after diagnosis, such as therapy, medication, or surgery. Assist with evaluation before and after neurosurgical procedures, such as deep brain stimulation.",0.6750450462425401,AI-Augmentable Knowledge Work,0.9004069924608776,0.7936098524764658,0.775676314350645,0.2181603456165379
19-3041.00,Sociologists,"Study human society and social behavior by examining the groups and social institutions that people form, as well as various social, religious, political, and business organizations. May study the behavior and interaction of groups, trace their origin and growth, and analyze the influence of group activities on individual members.",0.7244214939228211,AI-Augmentable Knowledge Work,0.841390582604952,0.6892667551490878,0.5450060313852502,0.08796533067750531
19-3051.00,Urban and Regional Planners,"Develop comprehensive plans and programs for use of land and physical facilities of jurisdictions, such as towns, cities, counties, and metropolitan areas.",0.6886985838398955,Mixed / Transitional,0.7122489641037083,0.7155362580925273,0.5888410658358734,0.08414982100078058
19-3091.00,Anthropologists and Archeologists,"Study the origin, development, and behavior of human beings. May study the way of life, language, or physical characteristics of people in various parts of the world. May engage in systematic recovery and examination of material evidence, such as tools or pottery remaining from past human cultures, in order to determine the history, customs, and living habits of earlier civilizations.",0.6683312084196438,AI-Augmentable Knowledge Work,0.845615694990939,0.6954239025062798,0.5590790608765964,0.30863570294204734
19-3092.00,Geographers,"Study the nature and use of areas of the Earth's surface, relating and interpreting interactions of physical and cultural phenomena. Conduct research on physical aspects of a region, including land forms, climates, soils, plants, and animals, and conduct research on the spatial implications of human activities within a given area, including social characteristics, economic activities, and political organization, as well as researching interdependence between regions at scales ranging from local to global.",0.6814636964339943,AI-Augmentable Knowledge Work,0.8483772507591327,0.6892667551490878,0.5227357626610055,0.2890534575112379
19-3093.00,Historians,"Research, analyze, record, and interpret the past as recorded in sources, such as government and institutional records, newspapers and other periodicals, photographs, interviews, films, electronic media, and unpublished manuscripts, such as personal diaries and letters.",0.6642727009869039,Mixed / Transitional,0.7870752181568269,0.6240850080310713,0.46435985856770284,0.2897095636725795
19-3094.00,Political Scientists,"Study the origin, development, and operation of political systems. May study topics, such as public opinion, political decisionmaking, and ideology. May analyze the structure and operation of governments, as well as various political entities. May conduct public opinion surveys, analyze election results, or analyze public documents.",0.7106992468036804,Mixed / Transitional,0.7974928234592428,0.6566936081942613,0.5659162404873412,0.045473203951441415
19-3099.01,Transportation Planners,"Prepare studies for proposed transportation projects. Gather, compile, and analyze data. Study the use and operation of transportation systems. Develop transportation models or simulations.",0.7049575762483414,AI-Augmentable Knowledge Work,0.7884940778341795,0.7397231558912026,0.5813412233674232,0.12704570536459314
19-4012.00,Agricultural Technicians,"Work with agricultural scientists in plant, fiber, and animal research, or assist with animal breeding and nutrition. Set up or maintain laboratory equipment and collect samples from crops or animals. Prepare specimens or record data to assist scientists in biology or related life science experiments. Conduct tests and experiments to improve yield and quality of crops or to increase the resistance of plants and animals to disease or insects.",0.5063359838251766,Mixed / Transitional,0.632801046409012,0.4945839440216127,0.41728828939009976,0.6847527657398185
19-4012.01,Precision Agriculture Technicians,"Apply geospatial technologies, including geographic information systems (GIS) and Global Positioning System (GPS), to agricultural production or management activities, such as pest scouting, site-specific pesticide application, yield mapping, or variable-rate irrigation. May use computers to develop or analyze maps or remote sensing images to compare physical topography with data on soils, fertilizer, pests, or weather.",0.5772731973760299,Mixed / Transitional,0.7122739943903551,0.6603307966661438,0.5424762286256749,0.5210357729267044
19-4013.00,Food Science Technicians,"Work with food scientists or technologists to perform standardized qualitative and quantitative tests to determine physical or chemical properties of food or beverage products. Includes technicians who assist in research and development of production technology, quality control, packaging, processing, and use of foods.",0.5750027214349733,Mixed / Transitional,0.6760515938571384,0.4816503803116041,0.5529213648682448,0.30476972356060406
19-4021.00,Biological Technicians,"Assist biological and medical scientists. Set up, operate, and maintain laboratory instruments and equipment, monitor experiments, collect data and samples, make observations, and calculate and record results. May analyze organic substances, such as blood, food, and drugs.",0.6362786933380988,Mixed / Transitional,0.8715206113683273,0.6217607334746461,0.3934843287514866,0.5546822427390918
19-4031.00,Chemical Technicians,"Conduct chemical and physical laboratory tests to assist scientists in making qualitative and quantitative analyses of solids, liquids, and gaseous materials for research and development of new products or processes, quality control, maintenance of environmental standards, and other work involving experimental, theoretical, or practical application of chemistry and related sciences.",0.5902822832219483,Mixed / Transitional,0.8326392792421687,0.6471187381352037,0.5034469243808339,0.6151819601087454
19-4042.00,"Environmental Science and Protection Technicians, Including Health","Perform laboratory and field tests to monitor the environment and investigate sources of pollution, including those that affect health, under the direction of an environmental scientist, engineer, or other specialist. May collect samples of gases, soil, water, and other materials for testing.",0.5794635871523668,Mixed / Transitional,0.7339287680951094,0.5781191616998741,0.49652191689653363,0.4976716642889828
19-4043.00,"Geological Technicians, Except Hydrologic Technicians","Assist scientists or engineers in the use of electronic, sonic, or nuclear measuring instruments in laboratory, exploration, and production activities to obtain data indicating resources such as metallic ore, minerals, gas, coal, or petroleum. Analyze mud and drill cuttings. Chart pressure, temperature, and other characteristics of wells or bore holes.",0.5810810036925461,Mixed / Transitional,0.7581816855538058,0.4476568444430251,0.3575144883094707,0.5240000269171757
19-4051.00,Nuclear Technicians,"Assist nuclear physicists, nuclear engineers, or other scientists in laboratory, power generation, or electricity production activities. May operate, maintain, or provide quality control for nuclear testing and research equipment. May monitor radiation.",0.5656115864504647,Mixed / Transitional,0.736722148084897,0.5550487258048532,0.4653424010926556,0.5639821269952355
19-4051.02,Nuclear Monitoring Technicians,"Collect and test samples to monitor results of nuclear experiments and contamination of humans, facilities, and environment.",0.5837842362477189,Mixed / Transitional,0.7747163353371866,0.6532099255039907,0.5873856927984321,0.5054036230518694
19-4061.00,Social Science Research Assistants,"Assist social scientists in laboratory, survey, and other social science research. May help prepare findings for publication and assist in laboratory analysis, quality control, or data management.",0.7175403504567262,Mixed / Transitional,0.8950229778031419,0.5199983555703439,0.47073339390291075,0.07412653764367041
