O*NET-SOC Code,Title,n_tasks,n_core_tasks,n_supplemental_tasks,avg_importance,avg_relevance,avg_frequency_weighted_mean,total_task_intensity,avg_task_intensity,total_dwa_links,core_task_share
19-1013.00,Soil and Plant Scientists,27,19,8,3.3622222222222224,75.40518518518519,2.9671993827097594,70.039103,2.594040851851852,31,0.7037037037037037
19-1021.00,Biochemists and Biophysicists,24,20,4,3.8562499999999997,82.25875,3.40682237551739,77.517848,3.229910333333333,25,0.8333333333333334
19-1022.00,Microbiologists,14,13,1,3.9435714285714285,83.44142857142857,4.50074259991114,46.310843,3.307917357142857,17,0.9285714285714286
19-1023.00,Zoologists and Wildlife Biologists,14,10,4,3.525714285714286,76.48642857142856,2.9769872089534286,38.555879000000004,2.7539913571428576,20,0.7142857142857143
19-1029.01,Bioinformatics Scientists,20,13,7,3.5395000000000003,76.7255,3.0909391390465446,55.435409,2.77177045,22,0.65
19-1029.02,Molecular and Cellular Biologists,22,19,3,3.7681818181818185,94.05636363636363,3.4765464045748278,78.718673,3.5781215,26,0.8636363636363636
19-1029.03,Geneticists,24,19,5,3.7412500000000004,87.01375,3.234057511943492,79.67111200000001,3.319629666666667,27,0.7916666666666666
19-1029.04,Biologists,22,13,9,3.688181818181818,66.3259090909091,3.116991846077691,54.789885,2.490449318181818,31,0.5909090909090909
19-1031.00,Conservation Scientists,30,29,1,3.8676666666666666,83.61566666666666,2.8190043990607467,97.58761,3.2529203333333334,34,0.9666666666666667
19-1031.02,Range Managers,16,14,2,3.669375,84.485625,2.9361397756328977,49.964469,3.1227793125,20,0.875
19-1031.03,Park Naturalists,20,17,3,3.6119999999999997,86.2145,3.2345011392467584,63.010232,3.1505116,32,0.85
19-1032.00,Foresters,25,15,10,3.2895999999999996,68.5616,2.689309855885099,57.438814,2.29755256,31,0.6
19-1041.00,Epidemiologists,16,14,2,3.845,90.46124999999999,3.292663182082819,56.524172,3.53276075,23,0.875
19-1042.00,"Medical Scientists, Except Epidemiologists",14,8,6,4.117142857142857,67.44785714285715,3.4633979817372658,39.322102,2.8087215714285714,21,0.5714285714285714
19-2011.00,Astronomers,17,16,1,3.9105882352941177,92.83764705882353,2.7752229947314064,62.55609,3.67977,20,0.9411764705882353
19-2012.00,Physicists,10,7,3,3.943,77.899,3.440806392697264,30.97551,3.097551,10,0.7
19-2021.00,Atmospheric and Space Scientists,27,18,9,3.764074074074074,76.29629629629629,3.7379427616943164,78.235,2.8975925925925927,34,0.6666666666666666
19-2031.00,Chemists,12,12,0,3.855,89.64666666666666,3.7441049242466327,41.48069,3.456724166666667,15,1.0
19-2032.00,Materials Scientists,16,15,1,3.94375,89.285625,3.0356819798869656,56.425148,3.52657175,16,0.9375
19-2041.00,"Environmental Scientists and Specialists, Including Health",22,12,10,3.4513636363636366,70.89999999999999,2.9236428949516338,54.675376,2.4852443636363635,25,0.5454545454545454
19-2041.01,Climate Change Policy Analysts,14,14,0,4.090714285714285,97.515,2.7397413894324854,55.951441,3.9965315,16,1.0
19-2041.02,Environmental Restoration Planners,23,23,0,3.8865217391304347,94.66260869565217,2.708509798502315,84.929226,3.6925750434782607,27,1.0
19-2041.03,Industrial Ecologists,38,30,8,3.4678947368421054,89.70184210526315,2.6382858767229522,120.216437,3.163590447368421,44,0.7894736842105263
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",32,13,19,3.6296875,60.8021875,2.4686220691567518,73.06785599999999,2.2833704999999997,41,0.40625
19-2043.00,Hydrologists,25,23,2,3.536,88.6156,2.7843875430542755,79.310472,3.1724188800000004,35,0.92
19-2099.01,Remote Sensing Scientists and Technologists,24,24,0,3.8633333333333333,95.16666666666667,3.48910928323826,88.59400000000001,3.691416666666667,29,1.0
19-3011.00,Economists,14,13,1,3.8042857142857143,91.66571428571429,3.286045019766307,49.355304000000004,3.5253788571428575,17,0.9285714285714286
19-3011.01,Environmental Economists,20,18,2,3.5770000000000004,96.29650000000001,2.570735397886204,69.439466,3.4719732999999997,26,0.9
19-3022.00,Survey Researchers,16,16,0,4.159375,98.0575,3.4184695682835082,65.454968,4.0909355,20,1.0
19-3032.00,Industrial-Organizational Psychologists,25,23,2,3.906,94.7692,2.8575971671488305,93.798043,3.7519217200000003,28,0.92
19-3033.00,Clinical and Counseling Psychologists,30,27,3,3.8853333333333335,95.589,3.920601179691645,112.330359,3.7443453,36,0.9
19-3034.00,School Psychologists,19,18,1,4.002105263157895,92.55315789473684,3.5881555893081005,70.850754,3.7289870526315787,24,0.9473684210526315
19-3039.02,Neuropsychologists,14,14,0,4.24,98.0,4.242545239047524,58.336,4.166857142857142,16,1.0
19-3039.03,Clinical Neuropsychologists,18,18,0,4.388333333333333,95.37055555555555,4.244613585365358,75.696438,4.205357666666667,21,1.0
19-3041.00,Sociologists,15,15,0,3.8973333333333335,98.33333333333333,3.2771888891110885,57.5485,3.8365666666666667,20,1.0
19-3051.00,Urban and Regional Planners,25,19,0,4.1078947368421055,98.52631578947368,3.1024116706407483,76.9636,4.050715789473684,27,0.76
19-3091.00,Anthropologists and Archeologists,30,20,10,3.7056666666666667,78.16666666666667,2.3979467706770676,87.409,2.9136333333333337,37,0.6666666666666666
19-3092.00,Geographers,12,12,0,3.8708333333333336,90.41666666666667,3.4181966173812994,42.106,3.5088333333333335,13,1.0
19-3093.00,Historians,21,16,5,3.587619047619048,76.43476190476191,3.2267627732617705,58.34489,2.7783280952380953,28,0.7619047619047619
19-3094.00,Political Scientists,14,10,4,3.5964285714285715,97.52785714285714,2.8569177405333916,49.489764,3.534983142857143,16,0.7142857142857143
19-3099.01,Transportation Planners,22,21,1,3.8350000000000004,94.0909090909091,2.7332081433901725,79.7885,3.62675,25,0.9545454545454546
19-4012.00,Agricultural Technicians,26,9,17,3.6107692307692307,58.606923076923074,3.198661588284308,56.110073,2.1580797307692308,28,0.34615384615384615
19-4012.01,Precision Agriculture Technicians,22,22,0,3.7763636363636364,96.44136363636363,3.4627695941324688,80.33853,3.651751363636364,25,1.0
19-4013.00,Food Science Technicians,16,14,2,4.15375,82.92625,4.739977906828467,55.323002,3.457687625,18,0.875
19-4021.00,Biological Technicians,17,12,5,3.935294117647059,73.10058823529413,4.3335277514609984,49.217314,2.895136117647059,21,0.7058823529411765
19-4031.00,Chemical Technicians,16,12,4,3.99375,76.60375,4.010961532650553,49.877877,3.1173673125,20,0.75
19-4042.00,"Environmental Science and Protection Technicians, Including Health",25,20,5,3.4972,77.9128,3.263661921890172,68.662694,2.74650776,32,0.8
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",29,11,12,3.6134782608695653,68.82391304347826,3.2478358361675324,59.118538,2.5703712173913043,33,0.3793103448275862
19-4044.00,Hydrologic Technicians,16,0,0,,,,0.0,,20,0.0
19-4051.00,Nuclear Technicians,18,7,9,4.27125,65.023125,4.3344087559994,46.063164,2.87894775,18,0.3888888888888889
19-4051.02,Nuclear Monitoring Technicians,16,14,2,4.278125,88.815,4.319633057470206,60.966429,3.8104018125,19,0.875
19-4061.00,Social Science Research Assistants,22,10,12,3.9272727272727277,63.551818181818184,3.521134040820977,55.485092,2.5220496363636364,26,0.45454545454545453
19-4071.00,Forest and Conservation Technicians,20,5,15,3.461,53.133500000000005,3.135745828690708,36.690447,1.8345223499999999,30,0.25
19-4092.00,Forensic Science Technicians,24,15,9,4.06625,70.63,3.5047341568907746,69.953015,2.914708958333333,33,0.625
19-4099.01,Quality Control Analysts,26,21,5,3.8492307692307692,82.86576923076925,3.922006094565892,83.751375,3.2212067307692305,27,0.8076923076923077
19-4099.03,Remote Sensing Technicians,21,9,9,3.7338888888888886,68.55000000000001,3.658484004770729,46.556844,2.586491333333333,26,0.42857142857142855
19-5011.00,Occupational Health and Safety Specialists,22,19,3,3.821818181818182,89.92045454545455,2.4203128278789467,76.511347,3.4777885,32,0.8636363636363636
19-5012.00,Occupational Health and Safety Technicians,26,19,7,3.5603846153846153,79.85384615384615,2.5838794630743718,75.598385,2.907630192307692,31,0.7307692307692307
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,23,22,1,4.357826086956522,90.22130434782609,4.028589826008072,90.58471800000001,3.9384660000000005,29,0.9565217391304348
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",35,22,13,3.816857142857143,73.76657142857142,3.4805144987058227,99.804083,2.8515452285714287,52,0.6285714285714286
21-1013.00,Marriage and Family Therapists,15,11,4,3.9953333333333334,82.914,4.283625632492894,51.22784,3.415189333333333,21,0.7333333333333333
21-1014.00,Mental Health Counselors,27,27,0,4.272222222222222,97.34962962962963,4.224535400947539,112.761887,4.176366185185185,40,1.0
21-1015.00,Rehabilitation Counselors,17,14,3,4.1135294117647065,84.63117647058823,4.033020519214794,59.608235,3.5063667647058825,20,0.8235294117647058
21-1021.00,"Child, Family, and School Social Workers",21,12,9,4.158095238095238,64.96190476190476,3.749019708055278,57.067546,2.7175021904761905,35,0.5714285714285714
21-1022.00,Healthcare Social Workers,17,15,2,4.055294117647058,87.64470588235294,4.379137724347318,61.027365,3.5898450000000004,22,0.8823529411764706
21-1023.00,Mental Health and Substance Abuse Social Workers,13,11,2,3.9784615384615383,89.82153846153847,4.142490012584395,46.903958,3.6079967692307693,18,0.8461538461538461
21-1091.00,Health Education Specialists,16,15,1,3.816875,77.09125,3.0324073417136983,47.26927,2.954329375,21,0.9375
21-1092.00,Probation Officers and Correctional Treatment Specialists,21,17,4,4.1519047619047615,79.69714285714285,4.107277134219198,70.017851,3.3341833809523806,24,0.8095238095238095
21-1093.00,Social and Human Service Assistants,19,8,11,3.4921052631578946,59.93578947368421,3.2457438538409646,41.542046,2.1864234736842105,24,0.42105263157894735
21-1094.00,Community Health Workers,28,7,21,3.7275,54.091071428571425,3.900283049052795,56.503098,2.0179677857142857,33,0.25
21-2011.00,Clergy,21,21,0,4.173333333333334,97.01380952380953,3.698555601553509,85.141028,4.054334666666667,27,1.0
21-2021.00,"Directors, Religious Activities and Education",19,17,2,3.646842105263158,89.15157894736842,2.686295145010215,62.236258,3.2755925263157892,27,0.8947368421052632
23-1011.00,Lawyers,22,15,7,4.082272727272727,75.10954545454545,3.942447585820205,67.930978,3.087771727272727,31,0.6818181818181818
23-1012.00,Judicial Law Clerks,18,10,8,3.6127777777777776,74.4,3.7308972197944166,51.206306999999995,2.8447948333333333,25,0.5555555555555556
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",14,12,2,4.311428571428571,78.3157142857143,4.681419794658269,47.663844999999995,3.4045603571428567,19,0.8571428571428571
23-1022.00,"Arbitrators, Mediators, and Conciliators",20,15,5,3.8560000000000003,79.7105,3.207380172862552,63.446433,3.1723216499999998,23,0.75
23-1023.00,"Judges, Magistrate Judges, and Magistrates",21,15,6,4.286190476190477,83.36476190476189,3.78454280021089,75.057198,3.574152285714286,24,0.7142857142857143
23-2011.00,Paralegals and Legal Assistants,12,6,6,3.61,62.82,3.578084379372344,28.735428000000002,2.394619,20,0.5
23-2093.00,"Title Examiners, Abstractors, and Searchers",16,11,5,4.160625,76.46,5.223950485581317,51.628029,3.2267518125,26,0.6875
25-1011.00,"Business Teachers, Postsecondary",25,19,6,3.9108,81.048,3.1480827038854273,80.917935,3.2367174,36,0.76
25-1021.00,"Computer Science Teachers, Postsecondary",26,16,10,3.8784615384615386,78.19346153846153,3.379859898431015,79.870508,3.071942615384615,34,0.6153846153846154
25-1022.00,"Mathematical Science Teachers, Postsecondary",23,13,10,3.6743478260869566,76.39304347826086,3.0286868446683033,66.503913,2.8914744782608692,33,0.5652173913043478
25-1031.00,"Architecture Teachers, Postsecondary",22,19,3,3.9136363636363636,88.78863636363636,3.4753002101038075,76.992559,3.4996617727272725,29,0.8636363636363636
25-1032.00,"Engineering Teachers, Postsecondary",24,18,6,3.67125,89.47666666666667,3.380703908596903,79.751055,3.322960625,33,0.75
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",23,22,1,3.8443478260869566,87.96826086956521,3.487806691477639,78.061044,3.3939584347826086,31,0.9565217391304348
25-1042.00,"Biological Science Teachers, Postsecondary",27,22,5,3.7177777777777776,89.56296296296296,3.3296194079032766,91.454765,3.3872135185185184,35,0.8148148148148148
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",25,21,4,3.8207999999999998,89.814,3.43919299907041,86.554635,3.4621854,34,0.84
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",26,14,12,3.5276923076923077,81.78307692307693,3.0516689933514978,76.613197,2.946661423076923,35,0.5384615384615384
25-1052.00,"Chemistry Teachers, Postsecondary",28,23,5,3.812857142857143,89.57892857142858,3.366710971416288,96.84864,3.45888,40,0.8214285714285714
25-1053.00,"Environmental Science Teachers, Postsecondary",25,21,4,3.696,90.1648,3.2440457736095776,84.106817,3.3642726800000005,34,0.84
25-1054.00,"Physics Teachers, Postsecondary",24,19,5,3.6962499999999996,87.13666666666667,3.2512771681123014,78.750077,3.2812532083333337,32,0.7916666666666666
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",27,25,2,3.840740740740741,95.11666666666667,3.176841170521284,99.44066,3.682987407407407,38,0.9259259259259259
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",23,22,1,3.8104347826086955,87.81695652173913,3.342226001872304,78.44028300000001,3.410447086956522,30,0.9565217391304348
25-1063.00,"Economics Teachers, Postsecondary",22,19,3,3.6731818181818183,89.98454545454545,3.2444719969052653,73.510334,3.341378818181818,29,0.8636363636363636
25-1064.00,"Geography Teachers, Postsecondary",25,19,6,3.6431999999999998,89.3984,3.322210682399907,82.583707,3.3033482800000002,34,0.76
25-1065.00,"Political Science Teachers, Postsecondary",22,19,3,3.8245454545454547,91.44772727272726,3.31722583881744,78.302133,3.5591878636363634,29,0.8636363636363636
25-1066.00,"Psychology Teachers, Postsecondary",29,21,8,3.6558620689655172,84.29379310344828,3.279371615509013,89.996644,3.103332551724138,41,0.7241379310344828
25-1067.00,"Sociology Teachers, Postsecondary",24,20,4,3.6804166666666664,87.93624999999999,3.075406541628357,79.122329,3.296763708333333,34,0.8333333333333334
25-1071.00,"Health Specialties Teachers, Postsecondary",22,17,5,3.8786363636363634,81.94590909090908,3.139582294674641,70.139836,3.1881743636363638,29,0.7727272727272727
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",29,22,7,4.056206896551724,81.42758620689655,3.2987922228230255,97.143531,3.3497769310344827,38,0.7586206896551724
25-1081.00,"Education Teachers, Postsecondary",24,18,6,3.62375,84.70041666666667,3.0720390784788076,75.490235,3.145426458333333,34,0.75
25-1082.00,"Library Science Teachers, Postsecondary",25,22,3,3.9528000000000003,85.5784,3.1403970921252515,85.636211,3.4254484400000003,35,0.88
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",23,17,6,3.795217391304348,80.38130434782609,3.3273510917271634,71.604829,3.1132534347826084,31,0.7391304347826086
25-1112.00,"Law Teachers, Postsecondary",23,17,6,3.7673913043478264,81.01565217391304,3.1137801168437576,72.129592,3.1360692173913045,30,0.7391304347826086
25-1113.00,"Social Work Teachers, Postsecondary",24,20,4,3.92,87.87166666666667,3.440897280505098,83.377528,3.4740636666666664,33,0.8333333333333334
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",28,20,8,3.8785714285714286,83.10214285714287,3.5696086758955867,91.638374,3.2727990714285715,36,0.7142857142857143
25-1122.00,"Communications Teachers, Postsecondary",22,17,5,3.899545454545455,84.25636363636364,3.4066675127072203,74.099217,3.368146227272727,29,0.7727272727272727
25-1123.00,"English Language and Literature Teachers, Postsecondary",33,23,10,3.6827272727272726,80.4718181818182,3.2310784871521183,100.820413,3.0551640303030303,47,0.696969696969697
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",24,20,4,3.875,86.30583333333334,3.2433589074555056,81.647409,3.4019753749999997,32,0.8333333333333334
25-1125.00,"History Teachers, Postsecondary",25,20,5,3.7836000000000003,91.8752,3.241612862538234,87.826348,3.51305392,33,0.8
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",22,21,1,3.9263636363636363,87.80681818181819,3.138083846996174,76.836309,3.4925595,29,0.9545454545454546
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",23,17,6,4.086956521739131,84.3004347826087,3.316467082121627,80.007745,3.4785976086956523,31,0.7391304347826086
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",23,19,4,3.857391304347826,84.46478260869566,3.5328618698303575,76.296206,3.317226347826087,30,0.8260869565217391
25-1194.00,"Career/Technical Education Teachers, Postsecondary",20,19,1,4.0515,89.0005,3.8201006566313565,72.655603,3.63278015,24,0.95
25-2011.00,"Preschool Teachers, Except Special Education",34,32,2,4.195,88.985,4.417724401106979,127.469595,3.7491057352941177,42,0.9411764705882353
25-2012.00,"Kindergarten Teachers, Except Special Education",37,36,1,4.173513513513513,97.21486486486486,4.749435128392729,150.286428,4.061795351351352,51,0.972972972972973
25-2021.00,"Elementary School Teachers, Except Special Education",38,36,2,4.135526315789474,94.36578947368422,4.558522576489647,149.275068,3.928291263157895,49,0.9473684210526315
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",35,33,2,3.8017142857142856,91.218,4.143188087709424,122.180949,3.490884257142857,46,0.9428571428571428
25-2023.00,"Career/Technical Education Teachers, Middle School",31,31,0,4.067096774193549,98.81838709677419,4.425555785723332,124.683516,4.022048903225806,41,1.0
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",32,30,2,3.68375,95.343125,4.139804694172766,112.779833,3.52436978125,42,0.9375
25-2032.00,"Career/Technical Education Teachers, Secondary School",33,32,1,3.9145454545454546,96.33363636363637,4.367596506324294,124.684448,3.7783166060606064,43,0.9696969696969697
25-2051.00,"Special Education Teachers, Preschool",36,34,2,4.2444444444444445,87.14416666666666,4.543389483567564,133.79098199999999,3.7164161666666664,43,0.9444444444444444
25-2055.00,"Special Education Teachers, Kindergarten",30,0,0,,,,0.0,,38,0.0
25-2056.00,"Special Education Teachers, Elementary School",30,30,0,4.358666666666666,93.58099999999999,4.494139095539457,122.692902,4.0897634,36,1.0
25-2057.00,"Special Education Teachers, Middle School",40,35,5,3.99375,87.79825,4.399060018582325,141.041419,3.5260354749999996,54,0.875
25-2058.00,"Special Education Teachers, Secondary School",40,33,7,3.9204999999999997,85.30725,4.26934698768444,136.061767,3.401544175,51,0.825
25-2059.01,Adapted Physical Education Specialists,20,20,0,4.2245,96.42999999999999,4.225463007760637,81.525472,4.0762735999999995,22,1.0
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",37,29,8,3.6772972972972973,80.04702702702703,3.6886558602521196,110.44258,2.984934594594595,46,0.7837837837837838
25-3021.00,Self-Enrichment Teachers,30,20,10,3.759666666666667,73.59233333333333,3.894046165243662,84.645043,2.8215014333333333,37,0.6666666666666666
25-3031.00,"Substitute Teachers, Short-Term",18,13,5,4.2283333333333335,82.31611111111111,4.416632343555602,63.154329,3.508573833333333,21,0.7222222222222222
25-3041.00,Tutors,19,16,3,3.9363157894736847,90.43052631578948,4.355200527135833,68.354919,3.5976273157894734,22,0.8421052631578947
25-4011.00,Archivists,13,13,0,4.22076923076923,98.01384615384616,4.199818693507417,53.85914,4.143010769230769,15,1.0
25-4012.00,Curators,15,12,3,3.6573333333333333,81.81333333333333,2.845285790279991,45.765031,3.051002066666667,22,0.8
25-4013.00,Museum Technicians and Conservators,24,12,12,3.8037500000000004,64.87958333333333,3.128557540672332,59.872237000000005,2.4946765416666667,33,0.5
25-4022.00,Librarians and Media Collections Specialists,30,27,1,3.807142857142857,83.28821428571429,3.673063584510895,89.023873,3.1794240357142853,36,0.9
25-4031.00,Library Technicians,31,17,14,3.6703225806451614,65.68741935483871,3.911764117594867,76.197514,2.457984322580645,36,0.5483870967741935
25-9021.00,Farm and Home Management Educators,15,12,3,3.7733333333333334,86.34533333333334,2.9377979305661692,49.640193000000004,3.3093462000000002,21,0.8
25-9031.00,Instructional Coordinators,30,10,3,3.8461538461538463,80.13153846153847,2.835443048922892,40.516569000000004,3.1166591538461543,34,0.3333333333333333
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",28,19,9,3.964642857142857,75.10857142857142,4.290882335476109,84.050602,3.0018072142857144,33,0.6785714285714286
25-9043.00,"Teaching Assistants, Special Education",30,20,10,3.69,75.908,4.451489999680452,85.32972600000001,2.8443242000000004,34,0.6666666666666666
25-9044.00,"Teaching Assistants, Postsecondary",20,13,7,3.7405,71.233,3.194442800856428,54.271062,2.7135531,28,0.65
27-1011.00,Art Directors,16,12,4,4.1293750000000005,80.50875,4.07438249437682,53.522508,3.34515675,20,0.75
27-1012.00,Craft Artists,16,14,2,3.87875,86.33875,3.4791054836733672,54.213988,3.38837425,18,0.875
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",28,8,20,3.6310714285714285,55.799642857142864,3.1247116150442946,57.11544,2.039837142857143,33,0.2857142857142857
27-1014.00,Special Effects Artists and Animators,13,6,7,3.7,65.96769230769232,3.963589500251741,32.613633,2.508741,18,0.46153846153846156
27-1021.00,Commercial and Industrial Designers,17,12,5,3.5288235294117647,78.85823529411765,3.582115465926743,48.383337,2.8460786470588233,23,0.7058823529411765
27-1022.00,Fashion Designers,20,13,7,3.8325000000000005,73.712,3.4907477316884274,57.035276,2.8517638,25,0.65
27-1023.00,Floral Designers,15,14,1,4.149333333333334,91.432,4.449025376026521,57.225902000000005,3.8150601333333336,19,0.9333333333333333
27-1024.00,Graphic Designers,19,17,2,4.057894736842105,96.3157894736842,4.5891906518782655,74.6935,3.931236842105263,25,0.8947368421052632
27-1025.00,Interior Designers,16,15,1,4.15,95.5,3.8604335048560854,64.0676,4.004225,21,0.9375
27-1026.00,Merchandise Displayers and Window Trimmers,24,16,8,3.84375,74.54041666666667,3.819112171802163,69.070192,2.877924666666667,26,0.6666666666666666
27-1027.00,Set and Exhibit Designers,27,19,8,3.9125925925925924,82.38962962962962,2.879466445131146,89.987506,3.3328705925925926,32,0.7037037037037037
27-2011.00,Actors,18,13,5,3.9305555555555554,78.18055555555556,3.344911555120036,57.970406,3.220578111111111,20,0.7222222222222222
27-2012.00,Producers and Directors,30,17,10,3.8433333333333333,68.21407407407408,4.052070798242912,71.669346,2.6544202222222224,35,0.5666666666666667
27-2012.03,Media Programming Directors,23,19,4,3.707826086956522,78.23391304347827,3.890086700516867,67.329513,2.927370130434783,25,0.8260869565217391
27-2012.04,Talent Directors,15,11,4,3.854,77.14666666666668,3.576394411270278,45.705336,3.0470224000000004,20,0.7333333333333333
27-2012.05,Media Technical Directors/Managers,15,11,4,4.006666666666667,74.58266666666667,4.6993104917462905,44.66687,2.9777913333333337,17,0.7333333333333333
27-2021.00,Athletes and Sports Competitors,9,9,0,3.9311111111111114,93.73222222222222,4.650413071307131,33.261831,3.6957590000000002,10,1.0
27-2022.00,Coaches and Scouts,27,17,10,4.0381481481481485,76.58666666666667,3.7091395581768403,84.163611,3.117170777777778,34,0.6296296296296297
27-2023.00,"Umpires, Referees, and Other Sports Officials",16,8,8,4.23,70.23875,3.954795265637343,47.750919,2.9844324375,20,0.5
27-2031.00,Dancers,14,10,4,3.994285714285714,81.19928571428571,4.06638356478755,45.414705,3.2439074999999997,16,0.7142857142857143
27-2032.00,Choreographers,18,17,1,3.8905555555555558,94.61666666666666,4.041935060065517,66.590033,3.699446277777778,18,0.9444444444444444
27-2041.00,Music Directors and Composers,30,27,1,3.927857142857143,89.15392857142857,3.6026089306485916,98.754133,3.5269333214285714,33,0.9
27-2042.00,Musicians and Singers,29,19,8,3.903703703703704,78.53999999999999,3.5727308248597462,85.199963,3.155554185185185,29,0.6551724137931034
27-2091.00,"Disc Jockeys, Except Radio",19,0,0,,,,0.0,,21,0.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,24,19,5,3.9270833333333335,75.26416666666667,4.247397660892714,71.924667,2.996861125,26,0.7916666666666666
27-3023.00,"News Analysts, Reporters, and Journalists",30,30,0,4.088333333333333,91.34466666666667,4.749611599195233,112.788038,3.7596012666666665,33,1.0
27-3031.00,Public Relations Specialists,18,15,3,3.8449999999999998,91.16055555555556,3.1464541072362633,63.797401,3.5443000555555555,21,0.8333333333333334
27-3041.00,Editors,21,13,8,3.9147619047619044,74.8352380952381,4.302984974330326,62.935844,2.9969449523809524,24,0.6190476190476191
27-3042.00,Technical Writers,15,15,0,3.8986666666666663,84.32,4.118176008229226,49.570892,3.3047261333333333,17,1.0
27-3043.00,Writers and Authors,20,6,2,3.9775,86.27,3.9535445385079453,27.670975,3.458871875,21,0.3
27-3043.05,"Poets, Lyricists and Creative Writers",16,10,6,3.996875,81.60125,3.3936098864830537,52.456561,3.2785350625,17,0.625
27-3091.00,Interpreters and Translators,17,8,9,4.187647058823529,70.44529411764705,4.216339171239627,51.191844,3.011284941176471,18,0.47058823529411764
27-3092.00,Court Reporters and Simultaneous Captioners,14,10,4,4.707142857142857,81.50285714285714,4.513668395196469,53.856087,3.8468633571428574,17,0.7142857142857143
27-4011.00,Audio and Video Technicians,29,11,18,3.3513793103448277,65.14896551724138,3.2773216542394925,64.13142,2.2114282758620694,34,0.3793103448275862
27-4012.00,Broadcast Technicians,27,13,14,3.923333333333333,65.03407407407407,4.091260034592505,70.46804399999999,2.6099275555555552,32,0.48148148148148145
27-4014.00,Sound Engineering Technicians,14,13,1,4.2335714285714285,92.85714285714286,4.287170364392132,55.6312,3.9736571428571428,15,0.9285714285714286
27-4015.00,Lighting Technicians,16,0,0,,,,0.0,,20,0.0
27-4021.00,Photographers,28,19,9,3.972142857142857,83.75071428571428,3.998561157875582,96.971217,3.46325775,32,0.6785714285714286
27-4031.00,"Camera Operators, Television, Video, and Film",21,9,12,4.123333333333333,68.41952380952381,4.2782342592922475,60.024879999999996,2.858327619047619,22,0.42857142857142855
27-4032.00,Film and Video Editors,22,13,9,4.173181818181818,72.13636363636364,5.084557570113802,66.995091,3.0452314090909094,24,0.5909090909090909
29-1011.00,Chiropractors,11,11,0,4.585454545454545,98.91818181818181,5.5633765015362195,49.986309,4.544209909090909,16,1.0
29-1021.00,"Dentists, General",20,20,0,4.2985,91.54400000000001,5.036018513439635,79.159671,3.9579835500000002,27,1.0
29-1022.00,Oral and Maxillofacial Surgeons,14,11,3,4.021428571428571,84.66214285714285,4.039876180547976,49.811211,3.557943642857143,14,0.7857142857142857
29-1023.00,Orthodontists,11,11,0,4.8,99.16363636363636,6.024260994281247,52.383248,4.762113454545455,13,1.0
29-1024.00,Prosthodontists,12,12,0,4.381666666666667,94.665,4.6594180807770975,49.967839,4.163986583333333,14,1.0
29-1031.00,Dietitians and Nutritionists,28,13,15,3.498571428571428,75.11107142857144,3.210656045517596,75.880327,2.7100116785714286,39,0.4642857142857143
29-1041.00,Optometrists,10,10,0,4.642,100.0,5.252382378999624,46.42,4.642,13,1.0
29-1051.00,Pharmacists,20,14,6,4.049,73.33500000000001,4.9594008564186085,60.642341,3.03211705,28,0.7
29-1071.00,Physician Assistants,12,12,0,4.5475,93.91833333333334,6.009934365103177,51.804591,4.31704925,17,1.0
29-1071.01,Anesthesiologist Assistants,16,5,11,4.38375,70.791875,4.494075557553909,49.771307,3.1107066875,22,0.3125
29-1081.00,Podiatrists,11,10,1,4.2309090909090905,93.8,5.196928247093125,44.151387,4.013762454545454,17,0.9090909090909091
29-1122.00,Occupational Therapists,17,16,1,4.148823529411764,96.79058823529412,4.591682639813692,68.649401,4.038200058823529,24,0.9411764705882353
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",21,19,2,4.1657142857142855,90.88952380952381,3.727429880576156,79.762768,3.798227047619047,22,0.9047619047619048
